gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list,source_file,imdb_id,imdb_rating
31797,一戰再戰,One Battle After Another,美國,輔15級,2025/9/25,美商華納兄弟（遠東）股份有限公司台灣分公司,161,保羅湯瑪斯安德森,瑞吉娜霍爾; 西恩潘; 班尼西歐岱托羅; 堤亞娜泰勒; 李奧納多狄卡皮歐; 雀絲英菲尼迪,31797_一戰再戰.csv,tt30144839,8.3
31799,電影版 神奇柑仔店 錢天堂,The Supernatural Sweet Shop The Movie,日本,普遍級,2025/9/26,車庫娛樂股份有限公司,103,中田秀夫,上白石萌音; 天海祐希; 大橋和也; 伊原六花,31799_電影版 神奇柑仔店 錢天堂.csv,tt33256912,6.6
31801,鬼祭,Pabrik Gula,印尼,輔15級,2025/9/19,采昌國際多媒體股份有限公司,132,艾文蘇亞迪,貝尼迪克特斯西雷加爾; 阿里夫阿爾菲安西亞; 埃爾西亞奧雷利亞; 阿爾巴尼亞西茲,31801_鬼祭.csv,tt33349807,5.8
31805,阿蒙怎麼了？,Armand,挪威,輔12級,2025/9/19,好威映象有限公司,117,哈爾夫登烏曼通德爾,艾倫多莉彼得森; 蕾娜特萊茵斯薇; 恩卓海勒斯魏特; 西婭蘭布雷希茨沃倫; 奧伊斯坦羅格,31805_阿蒙怎麼了？.csv,tt26745321,6.2
31807,泥娃娃,Mudborn,中華民國,輔15級,2025/10/9,威視股份有限公司,110,解孟儒,郭雪芙; 蔡思韵; 張軒睿; 楊祐寧,31807_泥娃娃.csv,tt38365045,7.3
31808,夢想巨無霸,Jumbo,印尼,普遍級,2025/10/3,采昌國際多媒體股份有限公司,102,瑞安阿德里安迪,葛拉西艾拉艾比蓋兒; 尤素夫奧茲坎; 普林斯波艾提雷; 奎因薩爾曼,31808_夢想巨無霸.csv,tt27433995,8.1
31809,疾速營救,Stolen Girl,美國,輔12級,2025/9/26,英屬維京群島商高捷全球開發有限公司 台灣分公司,104,詹姆斯肯特,史考特伊斯威特; 凱特貝琴薩,31809_疾速營救.csv,tt4682810,5.3
31810,十年,TEN YEARS,香港,輔12級,2025/10/10,佳映娛樂國際股份有限公司,104,,,31810_十年.csv,tt5269560,6.8
31835,沒好婚姻,The Roses,美國,輔15級,2025/9/26,台灣華特迪士尼股份有限公司,105,傑洛奇,安迪山伯格; 愛莉森珍妮; 班尼迪克康柏拜區; 凱特麥金儂; 蘇尼塔馬尼; 奧莉薇雅柯爾曼,31835_沒好婚姻.csv,tt31973693,7
31836,8號出口,Exit 8,日本,保護級,2025/9/19,壹壹喜喜電影股份有限公司,94,川村元氣,二宮和也; 小松菜奈,31836_8號出口.csv,tt5889974,4.2
31842,蓋比的娃娃屋大電影,GABBY'S DOLLHOUSE: THE MOVIE,美國,普遍級,2025/10/3,美商美國環球影片股份有限公司台灣分公司,98,萊恩克雷戈,瑪吉洛; 茱莉葉多南費爾德; 多諾萬巴頓; 克莉絲汀薇格; 艾德華度法蘭科; 萊拉洛克哈特克雷納,31842_蓋比的娃娃屋大電影.csv,tt32214143,5.7
31863,他年她日,MEASURE IN LOVE,香港,保護級,2025/9/29,香港商甲上娛樂有限公司台灣分公司,112,龔兆平,陳澤耀; 許光漢; 袁澧林,31863_他年她日.csv,tt33830021,5.3
31900,一百公尺。,100 METERS,日本,普遍級,2025/10/3,車庫娛樂股份有限公司,106,岩井澤健治,松坂桃李; 染谷將太,31900_一百公尺。.csv,tt5089786,7.5
31904,陰陽眼見子,THE GIRL WHO SEES,日本,保護級,2025/9/30,天馬行空數位有限公司,97,中村義洋,久間田琳加; 奈葉; 原菜乃華,31904_陰陽眼見子.csv,tt33829458,6.5
31988,銀簪子,Grandma's Hairpin,中華民國,普遍級,2025/10/2,牽猴子股份有限公司,88,蕭菊貞,,31988_銀簪子.csv,tt0290936,8.1
32086,有用的鬼,A Useful Ghost,泰國,限制級,2025/10/12,傳影互動股份有限公司,130,,,32086_有用的鬼.csv,tt22530226,7.1
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),Bebefinn Sing-Along Movie: Into the Pinkfong World,韓國,普遍級,2025/10/4,香港商甲上娛樂有限公司台灣分公司,64,,,32087_碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版).csv,tt37510071,8.1
32098,藤本樹17-26：PART 1,Tatsuki Fujimoto 17‐21,日本,輔12級,2025/10/13,采昌國際多媒體股份有限公司,67,,,32098_藤本樹17-26：PART 1.csv,tt38491451,8.8
32099,創：戰神,Tron: Ares,美國,保護級,2025/10/8,台灣華特迪士尼股份有限公司,118,喬奇姆羅寧,吉蓮安德森; 傑瑞德雷托; 伊凡彼得斯; 茱蒂透納史密斯; 葛麗塔李; 傑夫布里吉,32099_創：戰神.csv,tt6604188,6.7
32103,狼來了,COYOTES,美國,輔15級,2025/10/9,車庫娛樂股份有限公司,91,科林米尼漢,賈斯汀隆; 凱特柏絲沃,32103_狼來了.csv,tt0185247,6
32111,徵人啟弒,NO Other Choice,韓國,輔15級,2025/10/9,英屬維京群島商高捷全球開發有限公司 台灣分公司,138,朴贊郁,車勝元; 李星民; 朴喜洵; 孫藝真; 廉惠蘭; 李炳憲,32111_徵人啟弒.csv,tt1527793,8
32112,風林火山,Sons of the Neon Night,香港,限制級,2025/10/9,壹壹喜喜電影股份有限公司,125,麥浚龍,梁家輝; 劉青雲; 高圓圓; 古天樂; 金城武,32112_風林火山.csv,tt4968738,5.8
32114,藤本樹17-26：PART 2,Tatsuki Fujimoto 22-26,日本,輔12級,2025/10/13,采昌國際多媒體股份有限公司,75,,,32114_藤本樹17-26：PART 2.csv,tt38491451,8.8
32116,銀魂劇場版 2D 真選組動亂篇,GINTAMA ON THEATER 2D Shinsen-Gumi Doukan Arc,日本,保護級,2025/10/9,薩摩亞商羚邦(亞洲)有限公司台灣分公司,101,,,32116_銀魂劇場版 2D 真選組動亂篇.csv,tt3370702,3.5
8873,橫山家之味,STILL WALKING,日本,普遍級,2018/6/8,傳影互動股份有限公司,110,是枝裕和,阿部寬; 夏川結衣; 樹木希林; 寺島進,8873_橫山家之味.csv,tt1087578,7.9
8878,無人知曉的夏日清晨,NOBODY KNOWS,日本,輔12級,2018/6/8,傳影互動股份有限公司,140,是枝裕和,柳樂優彌; 木村飛影; 北浦愛; 清水萌萌子; 韓英惠; YOU,8878_無人知曉的夏日清晨.csv,tt0408664,8
9161,宿怨,HEREDITARY,美國,輔15級,2018/6/13,傳影互動股份有限公司,128,亞瑞阿斯特,東妮克莉蒂; 蓋布瑞拜恩; 艾力克斯沃爾夫; 米莉夏皮羅; 安道得; Mallory Bechtel; Zachary Arthur; Mark Blockovich; Jake Brown; Gabriel Monroe Eckert; John Forker; Gerry Garcia; Austin R. Grant; Rachelle Hardy; Brock McKinney,9161_宿怨.csv,tt7784604,7.3
