gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
30636,怪譚搜索,BLOAT,美國,輔12級,2025-06-06,原創娛樂股份有限公司,86,帕普蘿艾森圖,班傑明麥肯錫; 索耶瓊斯; 寶珍娜諾娃柯維克; 小杉健
