gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
26439,鬼才之道,Dead Talents Society,中華民國,輔12級,2024-08-07,牽猴子股份有限公司,110,徐漢強,百白; 陳柏霖; 張榕容; 王淨; 曾威豪; 姚以緹
