gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
32116,銀魂劇場版 2D 真選組動亂篇,GINTAMA ON THEATER 2D Shinsen-Gumi Doukan Arc,日本,保護級,2025-10-09,薩摩亞商羚邦(亞洲)有限公司台灣分公司,6060,,
