gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31325,一念菩提,The Seed of the Sacred Fig,伊朗,輔15級,2025-08-01,好威映象有限公司,166,穆罕默德拉素羅夫,馬哈薩羅斯塔米; 米薩查瑞赫; 賽塔蕾馬勒基; 索海拉戈萊斯塔尼
