atmovies_id,gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
fmen38772262,13460,仲夏魘,MIDSOMMAR,美國,限制級,2019-07-12,車庫娛樂股份有限公司,8760,,
