gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30556,雷霆特攻隊 ,THUNDERBOLTS,美國,輔12級,2025-04-30,台灣華特迪士尼股份有限公司,126,傑克史艾爾,茱莉路易絲卓佛; 大衛哈伯; 懷特羅素; 歐嘉柯瑞蘭蔻; 賽巴斯汀史坦; 佛蘿倫絲普伊; 路易斯普曼; 漢娜約翰卡門
