gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31514,伊人製造,MAKE A GIRL,日本,普遍級,2025-08-29,提恩傳媒實業有限公司,92,安田現象,增田俊樹; 堀江瞬; 上田燿司; 種崎敦美; 花澤香菜; 雨宮天
