gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
27343,帝國浩劫：美國內戰,CIVIL WAR,美國,輔15級,2024-04-29,車庫娛樂股份有限公司,108,艾力克斯嘉蘭,華格納莫拉; 卡莉史派妮; 尼克奧佛曼; 克絲汀鄧斯特; 史蒂芬亨德森
