gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31905,Kygo: Back at the Bowl,Kygo: Back at the Bowl,美國,保護級,2025-09-26,秀泰全球影城股份有限公司,100,,
