gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31222,與達賴喇嘛談心：尋找幸福的智慧,Wisdom of Happiness,瑞士,保護級,2025-07-20,海鵬影業有限公司,90,,
