gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31301,我在荒野做了一場夢,Seven Ages of a Man,中華民國,普遍級,2025-08-22,牽猴子股份有限公司,103,沈可尚,徐仁修; 徐仁修
