gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
31037,暗影部隊,SHADOW FORCE,美國,輔12級,2025-10-03,車庫娛樂股份有限公司,6180,喬卡納漢,馬克史壯; 歐馬希; 凱莉華盛頓
