gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
26430,再見機器人,Robot Dreams,法國,普遍級,2024-02-14,東昊影業有限公司,102,帕布羅貝嘉,
