gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31303,無名弒 2,NOBODY 2,美國,輔15級,2025-08-15,美商美國環球影片股份有限公司台灣分公司,89,提摩塔堅德,約翰歐提茲; 鮑勃奧登科克; 柯林漢克斯; 康妮尼爾森; 莎朗史東; 克里斯多夫洛伊
