gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31412,地嚇鐵,Ghost Train,韓國,輔12級,2025-08-01,英屬維京群島商高捷全球開發有限公司 台灣分公司,94,卓世雄,崔普閔; 全裴修; 朱賢英
