gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31186,超人,SUPERMAN,美國,保護級,2025-07-08,美商華納兄弟（遠東）股份有限公司台灣分公司,129,詹姆斯岡恩,瑪麗亞加布里埃拉法里亞; 大衛科倫斯韋; 艾迪蓋瑟吉; 尼可拉斯霍特; 伊莎貝拉莫娜; 瑞秋布羅斯納漢
