gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
15169,海上鋼琴師,THE LEGEND OF 1900,義大利,普遍級,2019-12-27,海鵬影業有限公司,120,吉賽佩托納托雷,提姆羅斯; 普魯特泰勒文斯; 克拉倫斯威廉斯; 比爾努恩; 米蘭妮蒂莉; Easton Gage; Cory Buck; 彼得法漢; Niall O'Brien; Alberto Vasquez; Gabriele Lavia; Vernom Nurse; Harry Ditson; Noriko Aida; Norman Chancer
