gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31013,謊島美人魚,Once Upon A Lie,中華民國,輔12級,2025-06-27,華映國際文創股份有限公司,86,廖銘賢,歸亞蕾; 庹宗華; 溫碧霞; 禾浩辰
