gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31579,拉威爾：萬丈光芒,Ravel in a thousand sparkles,法國,普遍級,2025-09-20,佳映娛樂國際股份有限公司,77,弗朗索瓦雷內馬丁,莫里斯拉威爾
