gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31432,Chao，我代表人類跟人魚結婚了,ChaO,日本,保護級,2025-08-13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,90,,
