gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31583,十分鐘新鮮事,DIECI MINUTI (TEN MINUTES),義大利,保護級,2025-09-05,海鵬影業有限公司,102,瑪麗亞索雷托尼亞齊,芭芭拉龍琪; 佛媞妮派魯索; 瑪姬麗塔貝
