gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
27899,96分鐘,96 MINUTES,中華民國,輔12級,2025-09-05,華影國際影藝有限公司,118,洪子烜,林柏宏; 王柏傑; 宋芸樺; 李李仁
