gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31762,約見波布,Meeting with Pol Pot,法國,輔12級,2025-09-26,海鵬影業有限公司,112,潘禮德,葛雷哥瓦柯林; 伊蓮雅各; 希里爾桂伊
