gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31330,醜繼妹,The Ugly Stepsister,挪威,限制級,2025-08-01,傳影互動股份有限公司,109,艾蜜莉布利希費爾特,莉亞邁倫; 忒亞蘇菲內斯; 安達爾托普
