gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31547,辣媽辣妹2,Freakier Friday,美國,普遍級,2025-08-18,台灣華特迪士尼股份有限公司,110,妮莎嘉娜卓,潔美李寇蒂斯; 茱利亞芭特絲; 查德麥可莫瑞; 索菲亞漢門斯; 琳賽蘿涵
