gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
26514,紅豬,Porco Rosso,日本,普遍級,2024-01-01,香港商甲上娛樂有限公司台灣分公司,5580,宮崎駿,岡村明美; 上條恆彥; 桂三枝; 森山周一郎; 加藤登紀子
