gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
29246,燈塔水母的秘密,Mr.eternal jellyfish,中華民國,保護級,2025-03-28,群和國際文化事業有限公司,87,林樹橋,
