gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
31796,傲嬌公主的奇幻冒險,The Proud Princess,捷克,普遍級,2025-09-20,希望影視行銷股份有限公司,84,拉德克貝蘭; 大衛利西,安娜菲亞洛娃; 珍娜斯沃博多瓦; 阿列什普羅哈茲卡
