gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
22962,即使，這份戀情今晚會從世上消失,EVEN IF THIS LOVE DISAPPEARS TONIGHT,日本,普遍級,2022-11-11,車庫娛樂股份有限公司,121,三木孝浩,道枝駿佑; 福本莉子; 古川琴音; 松本穗香; 萩原聖人; 野波麻帆; 水野美紀; 野間口徹; 前田航基; 西垣匠
