gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31556,鬼 · 驅靈,DOMINION OF DARKNESS,印尼,輔15級,2025-08-15,車庫娛樂股份有限公司,95,,
