gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31128,窒友梅根 2.0,M3GAN 2.0,美國,輔15級,2025-06-27,美商美國環球影片股份有限公司台灣分公司,119,傑拉德約翰史東,愛莉森威廉絲; 艾蜜唐納德; 伊凡娜莎克諾; 珍娜戴維斯; 任范愛普斯; 維奧萊麥克羅
