gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30430,會計師 2,THE ACCOUNTANT 2,美國,輔15級,2025-04-21,美商華納兄弟（遠東）股份有限公司台灣分公司,132,蓋文歐康諾,辛西亞雅代羅賓森; 丹妮雅皮內達; 班艾佛列克; jk 西蒙斯; 強柏恩瑟
