gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31805,阿蒙怎麼了？,Armand,挪威,輔12級,2025-09-19,好威映象有限公司,117,哈爾夫登烏曼通德爾,艾倫多莉彼得森; 蕾娜特萊茵斯薇; 恩卓海勒斯魏特; 西婭蘭布雷希茨沃倫; 奧伊斯坦羅格
