gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
30436,泣聲驚魂,The Wailing,西班牙,輔15級,2025-05-09,原創娛樂股份有限公司,107,佩德羅馬丁卡萊羅,瑪萊娜比利亞; 伊絲特伊克斯波席多; 瑪蒂爾德奧利維
