gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
27103,獵人兄弟,Hunter Brothers,中華民國,普遍級,2025-03-21,小花電影有限公司,109,蘇弘恩,馬志翔; 徐詣帆; 林慶台
