gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
32114,藤本樹17-26：PART 2,Tatsuki Fujimoto 22-26,日本,輔12級,2025-10-13,采昌國際多媒體股份有限公司,4500,,
