atmovies_id,gov_id,title_zh,title_en,region,rating,release_date,publisher,film_length,director,actor_list
fgde27775137,31748,卡夫卡最後的愛,The Glory of Life,德國,保護級,2025-09-27,海鵬影業有限公司,5880,,
