gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30670,星光王子 Dramatic PRISM.1,KING OF PRISM  Dramatic PRISM.1,日本,普遍級,2025-05-30,提恩傳媒實業有限公司,60,,
