gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31251,藍色小精靈大電影,SMURFS,美國,普遍級,2025-07-18,美商美國派拉蒙影片股份有限公司台灣分公司,91,馬特蘭登; 克里斯米勒,約翰古德曼; 娜塔莎諾伊尼; 寇特羅素; 詹姆斯柯登; 蕾哈娜; 漢娜沃丁厄姆
