gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31748,卡夫卡最後的愛,The Glory of Life,德國,保護級,2025-09-27,海鵬影業有限公司,98,喬治馬斯; 茱蒂斯凱夫曼,薩賓塔布瑞亞; 曼努埃爾魯比; 亨麗埃特康芙莉絲
