gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31191,病毒,VIRUS,韓國,保護級,2025-09-19,車庫娛樂股份有限公司,98,姜利官,金倫奭; 裴斗娜; 孫錫求
