gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
29378,我家的事,Family Matters,中華民國,保護級,2025-09-12,酷映有影工作室有限公司,98,潘客印,曾敬驊; 高伊玲; 藍葦華; 黃珮琪
