gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31435,我和我的殭屍女兒,MY DAUGHTER IS A ZOMBIE,韓國,輔12級,2025-08-01,車庫娛樂股份有限公司,113,畢鑑盛,曹汝貞; 尹敬浩; 崔惟理; 李姃垠; 曹政奭
