gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
27105,搜查瑠公圳,Where the River Flows,中華民國,輔15級,2025-05-22,伯樂影業股份有限公司,109,賴俊羽,朱柏康; 張世; 梁修身; 姚淳耀; 吳卓源; 朱軒洋; 李雪
