gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
30008,看不見的國家,Invisible Nation,中華民國,輔12級,2025-06-13,燕翼企業有限公司,4920,葛靜文,林昶佐; 蔡英文; 南西裴洛西
