gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30910,驅魔編年史：起源之戰,Exorcism Chronicles：The Beginning,韓國,輔12級,2025-08-15,可樂藝術文創股份有限公司,85,金東澈,
