atmovies_id,gov_id,title_zh,title_en,region,rating,release_date,publisher,film_length,director,actor_list
faen13650700,31777,奇幻導航,A BIG BOLD BEAUTIFUL JOURNEY,美國,保護級,2025-10-02,美商台灣索尼影業發行股份有限公司台灣分公司,6540,,
