gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31158,黑白線人,Yadang: The Snitch,韓國,限制級,2025-09-05,可樂藝術文創股份有限公司,122,黃炳國,姜河那; 朴海俊; 柳海真
