gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
26779,夢想集中營,THE ZONE OF INTEREST,英國,保護級,2024-02-23,車庫娛樂股份有限公司,104,強納森葛雷瑟,桑德拉惠勒; 克里斯欽佛里德
