gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
31523,樂來越愛你,La La Land,英國,普遍級,2025-09-12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,7620,,
