gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
29513,異教詭屋,HERETIC,美國,輔15級,2024-11-29,車庫娛樂股份有限公司,111,布萊恩伍茲; 史考特貝克,休葛蘭; 蘇菲柴契爾; 克洛伊伊絲特
