gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
30863,我家妹妹不准嫁,Will You Marry Monk?,泰國,輔12級,2025-06-06,仲業股份有限公司,90,沃拉武塔溫威西瓦特; 翁加特切姆查倫波恩庫爾; 維拉瓦查約柴孔,鄭壹飛; 可恩娜帕瑟塔拉達那彭; 亞瑞克阿莫蘇帕西瑞
