gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
29081,粗獷派建築師,THE BRUTALIST,美國,輔12級,2025-02-27,美商美國環球影片股份有限公司台灣分公司,12840,布拉迪科貝特,費莉絲蒂瓊斯; 喬歐文; 史黛西馬汀; 亞歷桑德羅尼沃拉; 安卓亞布洛迪; 拉菲卡西迪; 蓋皮爾斯
