atmovies_id,gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
fbjp34388944,31715,致我所愛之人,Belonging,日本,普遍級,2025-09-05,中影股份有限公司,5400,東香織,小泉今日子
