gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31564,塗鴉日記,Kakukaku Shikajika,日本,普遍級,2025-08-27,天馬行空數位有限公司,126,關和亮,大泉洋; 永野芽郁
