gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
15103,燃燒女子的畫像,Portrait of A Lady on Fire,法國,輔15級,2019-12-20,東昊影業有限公司,121,瑟琳席安瑪,諾耶米梅蘭特; 阿黛兒艾奈爾; 盧安娜巴拉米; 薇拉莉葛琳諾; Christel Baras; Armande Boulanger; Guy Delamarche; Clement Bouyssou; Michele Clement; Cecile Morel
