gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
29882,進行曲,Marching Boys,中華民國,普遍級,2025-08-29,華映國際文創股份有限公司,117,姜瑞智,余杰恩; 劉育仁; 黃迪揚; 馬志翔; 李李仁; 牧森
