atmovies_id,gov_id,title_zh,title_en,region,rating,release_date,publisher,film_length,director,actor_list
ften36604188,32099,創：戰神,Tron: Ares,美國,保護級,2025-10-08,台灣華特迪士尼股份有限公司,7080,,
