gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
22894,一一 25周年4K數位修復版,YIYI-A ONE AND A TWO,中華民國,保護級,2025-09-19,傳影互動股份有限公司,173,,
