atmovies_id,gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
fajp33477504,30560,長椅小情歌,AT THE BENCH,日本,普遍級,2025-07-18,光年映畫有限公司,5160,奧山由之,廣瀨鈴; 草彅剛; 吉岡里帆; 仲野太賀; 神木隆之介
