gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
26305,夢行者保羅,DREAM SCENARIO,美國,輔12級,2023-12-04,車庫娛樂股份有限公司,101,克里斯多佛博格利,麥可塞拉; 狄倫貝克; 尼可拉斯凱吉; 茱莉安娜妮克遜
