gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
30940,捍衛任務：復仇芭蕾,BALLERINA,美國,限制級,2025-06-06,車庫娛樂股份有限公司,124,,
