gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
23322,阿凡達：水之道,AVATAR: THE WAY OF WATER,美國,保護級,2022-12-14,博偉電影股份有限公司,192,詹姆斯卡麥隆,山姆沃辛頓; 柔伊莎達娜; 楊紫瓊; 凱特溫絲蕾; 雪歌妮薇佛; 傑梅奈克萊門特; 奧娜卓別林; 喬凡尼瑞比希; 史帝芬朗; 愛迪法珂; 克里夫柯提斯; 克蘿伊科爾曼; CCH龐德 CCH Pounder; 喬大衛摩爾; 貝里巴斯; 傑米弗拉特斯; 傑克查恩
